first_name,prop_female
AVENOR,0.0
AVENTINO,0.0
AVERALDA,1.0
AVERALDO,0.0
AVERCINO,0.0
AVERILDA,1.0
AVERILDO,0.0
AVERLAN,0.0
AVERLANDIO,0.0
AVERSINO,0.0
AVESTIL,0.0
AVETE,1.0
AVI,0.0
AVIA,1.0
AVIANO,0.0
AVIDES,0.0
AVILA,0.9043587331451866
AVILANE,1.0
AVILAR,0.2916666666666667
AVILASIO,0.0
AVILAZIO,0.0
AVILETE,1.0
AVILINO,0.0
AVILLA,1.0
AVILMA,1.0
AVILMAR,0.03594771241830065
AVILO,0.0
AVILSON,0.0
AVIMAR,0.0
AVINER,0.0
AVIO,0.0
AVLA,1.0
AVNER,0.0
AVONETE,1.0
AVONI,0.6
AVRAHAM,0.0
AVYLA,1.0
AVYLLA,1.0
AWANA,1.0
AWANE,1.0
AWANY,1.0
AWDREY,0.7706422018348624
AWESLEY,0.0
AWILSON,0.0
AXA,1.0
AXANDRA,1.0
AXCEL,0.0
AXEL,0.01199760047990402
AXELL,0.0
AXIA,1.0
AXIL,0.0
AXL,0.0
AXON,0.0
AXSON,0.0
AYA,1.0
AYAKO,1.0
AYALA,0.8681318681318682
AYALLA,1.0
AYAME,1.0
AYAN,0.0
AYANA,1.0
AYANDRA,1.0
AYANE,1.0
AYANI,1.0
AYANNA,1.0
AYANNE,1.0
AYANNY,1.0
AYANY,1.0
AYARA,1.0
AYCHA,1.0
AYDA,1.0
AYDAN,0.0
AYDANO,0.0
AYDE,1.0
AYDEE,1.0
AYDES,1.0
AYDIL,1.0
AYENE,1.0
AYER,0.0
AYESA,1.0
AYESCA,1.0
AYESHA,1.0
AYESKA,1.0
AYESSA,1.0
AYEZA,1.0
AYKA,1.0
AYKE,0.0
AYKO,1.0
AYLA,0.9945696443117024
AYLAN,0.0
AYLANA,1.0
AYLANE,1.0
AYLANNA,1.0
AYLANNE,1.0
AYLE,1.0
AYLIN,1.0
AYLINE,1.0
AYLLA,1.0
AYLLAN,0.0
AYLLANA,1.0
AYLLANE,1.0
AYLLE,1.0
AYLLON,0.0
AYLON,0.0
AYLSON,0.0
AYLTON,0.0
AYMAN,0.0
AYMAR,0.0
AYMARA,1.0
AYME,1.0
AYMEE,1.0
AYMER,1.0
AYMORE,0.0
AYNA,1.0
AYNARA,1.0
AYNE,1.0
AYNNA,1.0
AYNNE,1.0
AYNOA,1.0
AYNOAN,1.0
AYONARA,1.0
AYR,0.25274725274725274
AYRA,0.9539568345323741
AYRAM,0.28
AYRAN,0.16901408450704225
AYRANA,1.0
AYRES,0.11714975845410629
AYRINE,1.0
AYRIS,1.0
AYRLA,1.0
AYRLAN,0.0
AYRLLA,1.0
AYRON,0.0
AYRTHON,0.0
AYRTON,0.0
AYSE,1.0
AYSHA,1.0
AYSLA,0.9655172413793104
AYSLAINE,1.0
AYSLAN,0.0433031218529708
AYSLANA,1.0
AYSLANE,1.0
AYSLANNE,1.0
AYSLLA,1.0
AYSLLAN,0.0
AYSLON,0.0
AYSON,0.0
AYSSA,1.0
AYSSON,0.0
AYTANA,1.0
AYTON,0.0
AYUB,0.0
AYUME,1.0
AYUMI,1.0
AYUNE,1.0
AYURE,1.0
AYURI,0.4307692307692308
AYXA,1.0
AYZA,1.0
AZAEL,0.0
AZAF,0.0
AZAFE,0.0
AZAFI,0.0
AZAIAS,0.0
AZAIR,0.425531914893617
AZAMOR,0.0
AZANETE,1.0
AZANIAS,0.3269230769230769
AZAPH,0.0
AZARIAS,0.0
AZAURI,0.0
AZEL,0.0
AZELI,0.9266666666666666
AZELIA,1.0
AZELINA,1.0
AZELINO,0.0
AZELIO,0.0
AZELIR,0.6630434782608695
AZELITA,1.0
AZEMAR,0.0
AZEMIR,0.0
AZENAIDE,1.0
AZENAITE,1.0
AZENALIA,1.0
AZENAT,1.0
AZENATE,1.0
AZENATH,1.0
AZENATI,1.0
AZENCLEVER,0.0
AZENEIDE,1.0
AZENETE,1.0
AZENI,1.0
AZENIDE,1.0
AZENIL,0.6470588235294118
AZENILDA,1.0
AZENILDE,1.0
AZENILDES,1.0
AZENILDO,0.0
AZENILSON,0.0
AZENILTON,0.0
AZENIR,0.8074626865671641
AZENITA,1.0
AZENITE,1.0
AZENOR,0.0
AZER,0.0
AZEVEDO,0.0967741935483871
AZEVIR,0.0
AZI,1.0
AZIEL,0.0
AZIL,0.0
AZILDA,1.0
AZILDO,0.0
AZILENE,1.0
AZILIA,1.0
AZILMA,1.0
AZILTON,0.0
AZIMAR,0.3238095238095238
AZIMIRO,0.0
AZINETE,1.0
AZIR,0.1404494382022472
AZIS,0.0
AZIVALDO,0.0
AZIZ,0.0
AZIZA,1.0
AZIZE,1.0
AZIZI,1.0
AZIZIO,0.0
AZIZO,0.0
AZOR,0.0
AZRIEL,0.0
AZUCENA,1.0
AZUIL,0.0
AZUIR,0.0
AZULINA,1.0
BABARA,1.0
BABIANA,1.0
BABILA,1.0
BABITON,0.0
BABY,0.7686567164179104
BACELAR,0.0
BACHIR,0.0
BADI,0.0
BADIA,0.9308035714285714
BADIH,0.0
BADIO,0.0
BADRA,1.0
BADY,0.0
BAIANO,0.0
BAIARD,0.0
BAILON,0.0
BAIRO,0.0
BAIRON,0.0
BALBINA,0.9956884561891516
BALBINO,0.008626560726447218
BALDINO,0.0
BALDIR,0.0
BALDO,0.0
BALDOINA,1.0
BALDOINO,0.0
BALDOMERO,0.0
BALDOMIRO,0.0
BALDUINA,1.0
BALDUINO,0.0
BALDUR,0.0
BALSANUFO,0.0
BALTAR,0.0
BALTASAR,0.0
BALTAZAR,0.0
BALTAZARINA,1.0
BALTHAZAR,0.0
BAMBINA,1.0
BANDEIRA,0.0
BANI,0.48214285714285715
BAPTISTA,0.0
BARBARA,0.996270616661414
BARBARAH,1.0
BARBARO,0.0
BARBHARA,1.0
BARBIE,1.0
BARBOSA,0.19054652880354506
BARBRA,1.0
BARCELAR,0.0
BARCELO,0.0
BARNABE,0.0
BARNABEL,0.0
BARNEY,0.0
BARONI,0.0
BARROS,0.29545454545454547
BARROSO,0.0
BARRY,0.0
BARSANULFO,0.0
BART,0.0
BARTA,1.0
BARTHOLOMEU,0.0
BARTIMEU,0.0
BARTIRA,1.0
BARTIRIA,1.0
BARTO,0.0
BARTOLAMEU,0.0
BARTOLINA,1.0
BARTOLINO,0.0
BARTOLO,0.0
BARTOLOME,0.0
BARTOLOMEO,0.0
BARTOLOMEU,0.001996007984031936
BARTON,0.0
BARTOR,0.0
BARTOS,0.0
BARTYRA,1.0
BARUC,0.0
BARUQUE,0.0
BASILE,0.0
BASILEU,0.0
BASILIA,1.0
BASILIANO,0.0
BASILICIA,1.0
BASILIO,0.0
BASILO,0.0
BASSAM,0.0
BASTIAN,0.0
BASTIANA,1.0
BASTIAO,0.0
BASTIRA,1.0
BASTOS,0.0
BATISTA,0.038344382727109834
BATOLOMEU,0.0
BATUEL,0.0
BATUIRA,0.0
BAUER,0.0
BAYARD,0.0
BAYRON,0.0
BAZILEU,0.0
BAZILIA,1.0
BAZILIO,0.0
BEANE,1.0
BEATA,1.0
BEATE,1.0
BEATHRIZ,1.0
BEATO,0.0
BEATRIA,1.0
BEATRICE,1.0
BEATRICIA,1.0
BEATRICY,1.0
BEATRIS,0.9958249251965764
BEATRIX,1.0
BEATRIZ,0.9961526696992572
BEATRYS,1.0
BEATRYZ,1.0
BEATRZ,1.0
BEATTRIZ,1.0
BEBE,0.44360902255639095
BEBETO,0.0
BEBIANA,1.0
BEBIANE,1.0
BEBIANO,0.0
BECHARA,0.0
BECKENBAUER,0.0
BEDA,1.0
BEETHOVEN,0.0
BEGAIL,1.0
BEGAIR,1.0
BEGNA,1.0
BEGSON,0.0
BEIBE,1.0
BEIBIANE,1.0
BEIJAMIM,0.0
BEIJAMIN,0.0
BEILTON,0.0
BEJAMIM,0.0
BEJAMIN,0.0
BEL,0.6181318681318682
BELA,1.0
BELAIR,0.6585365853658537
BELAMINA,1.0
BELAMIR,0.0
BELANE,1.0
BELANI,1.0
BELANIA,1.0
BELANICE,1.0
BELANILZA,1.0
BELANIR,1.0
BELANISA,1.0
BELANISE,1.0
BELANISIA,1.0
BELANIZA,1.0
BELANIZIA,1.0
BELARINA,1.0
BELARMINA,1.0
BELARMINDO,0.0
BELARMINO,0.0
BELATRIZ,1.0
BELCHIO,0.0
BELCHIOLINA,1.0
BELCHIOR,0.007969639468690701
BELCHIORINA,1.0
BELCHO,0.0
BELCHOLINA,1.0
BELCHOR,0.0
BELCINA,1.0
BELEN,1.0
BELENICE,1.0
BELENITA,1.0
BELGA,1.0
BELGICA,1.0
BELI,1.0
BELIA,1.0
BELIANE,1.0
BELICE,1.0
BELICIA,1.0
BELIENE,1.0
BELINA,1.0
BELINDA,1.0
BELINE,0.13768115942028986
BELINHA,1.0
BELINHO,0.0
BELINI,0.0
BELINO,0.0
BELIONIZIA,1.0
BELIRDES,1.0
BELIRIA,1.0
BELISA,1.0
BELISARIA,1.0
BELISARIO,0.0
BELISE,1.0
BELISIA,1.0
BELISIO,0.0
BELISSA,1.0
BELIT,1.0
BELITA,1.0
BELIZA,1.0
BELIZARIA,1.0
BELIZARINA,1.0
BELIZARIO,0.0
BELIZE,1.0
BELIZIA,1.0
BELIZIO,0.0
BELKIS,1.0
BELKISS,1.0
BELKYS,1.0
BELLA,1.0
BELLE,1.0
BELLY,1.0
BELMA,1.0
BELMAIR,1.0
BELMAR,0.0
BELMARIO,0.0
BELMINA,1.0
BELMINDA,1.0
BELMIR,0.0
BELMIRA,1.0
BELMIRIA,1.0
BELMIRO,0.0
BELO,0.0
BELONI,0.9266409266409267
BELONICE,1.0
BELONIR,0.6682464454976303
BELONISA,1.0
BELONISIA,1.0
BELONIZA,1.0
BELONIZIA,1.0
BELQUICE,1.0
BELQUIOR,0.0
BELQUIS,1.0
BELQUIZ,1.0
BELSINA,1.0
BELSON,0.0
BELTA,1.0
BELTESSAZAR,0.0
BELTON,0.0
BELTRAN,0.0
BELTRAO,0.0
BELZA,1.0
BELZAIR,1.0
BELZARINA,1.0
BEM,0.4393939393939394
BEMAIR,1.0
BEMERVAL,0.0
BEMJAMIM,0.0
BEMVINDA,1.0
BEMVINDO,0.0
BEN,0.0
BENA,0.51440329218107
BENAIA,0.773955773955774
BENAIAS,0.0
BENAIDE,1.0
BENAILDE,1.0
BENAILSON,0.0
BENAILTON,0.0
BENAIR,0.6381909547738693
BENALDO,0.0
BENALIA,1.0
BENALVA,1.0
BENAMI,0.0
BENANIAS,0.0
BENARDETE,1.0
BENARDO,0.0
BENAVENUTO,0.0
BENAYA,1.0
BENDA,1.0
BENDITO,0.0
BENE,0.2026431718061674
BENECI,0.5568181818181818
BENECIA,1.0
BENEDETA,1.0
BENEDICTA,1.0
BENEDICTO,0.0
BENEDIDA,1.0
BENEDIDO,0.0
BENEDIEL,0.0
BENEDILSON,0.0
BENEDINA,1.0
BENEDITA,0.9958634070624758
BENEDITO,0.003275333607445894
BENEGILDO,0.0
BENEGILSON,0.0
BENEILDA,1.0
BENEILDE,1.0
BENEILDO,0.0
BENEILSON,0.0
BENEILTON,0.0
BENEIR,0.0
BENELIA,1.0
BENELICE,1.0
BENELSON,0.0
BENEMAR,0.0
BENER,0.0
BENERICE,1.0
BENERSON,0.0
BENERVAL,0.0
BENERVALDO,0.0
BENES,0.0
BENESON,0.0
BENET,0.0
BENETE,1.0
BENETI,0.0
BENETIDA,1.0
BENETIDO,0.0
BENETO,0.0
BENETON,0.0
BENEVAL,0.0
BENEVALDA,1.0
BENEVALDO,0.0
BENEVAN,0.0
BENEVENUTA,1.0
BENEVENUTO,0.0
BENEVIDES,0.05454545454545454
BENEZAIDE,1.0
BENEZER,0.0
BENEZIO,0.0
BENEZOETE,1.0
BENFICA,0.0
BENHUR,0.0
BENI,0.5345744680851063
BENIA,1.0
BENICE,0.9299287410926366
BENICI,1.0
BENICIA,1.0
BENICIO,0.004579827457663223
BENIDES,0.5961538461538461
BENIDITA,1.0
BENIDITO,0.0
BENIEL,0.0
BENIGNA,1.0
BENIGNO,0.0
BENIL,0.0
BENILA,1.0
BENILCE,1.0
BENILDA,1.0
BENILDE,0.9715568862275449
BENILDES,0.8851674641148325
BENILDO,0.0
BENILMA,1.0
BENILO,0.0
BENILSA,1.0
BENILSO,0.0
BENILSON,0.0
BENILTA,1.0
BENILTO,0.0
BENILTON,0.0
BENILZA,1.0
BENINA,1.0
BENINO,0.0
BENIO,0.0
BENIR,0.5
BENIRA,1.0
BENIS,0.26973684210526316
BENISA,1.0
BENISE,1.0
BENISIA,1.0
BENISIO,0.0
BENISON,0.0
BENISSIO,0.0
BENISSON,0.0
BENISVALDO,0.0
BENITA,1.0
BENITES,0.0
BENITEZ,0.0
BENITO,0.0
BENIVAL,0.0
BENIVALDA,1.0
BENIVALDO,0.0
BENIVAN,0.0
BENIZA,1.0
BENIZE,1.0
BENIZETE,1.0
BENIZIA,1.0
BENIZIO,0.0
BENJAMIM,0.005397793945083313
BENJAMIN,0.003951081843838194
BENJAMINA,1.0
BENNER,0.0
BENNO,0.0
BENNY,0.0
BENO,0.0
BENOAR,0.0
BENOIR,0.0
BENOIT,0.0
BENON,0.0
BENONE,0.0
BENONES,0.0
BENONI,0.0319693094629156
BENONIA,1.0
BENONIAS,0.0
BENONIS,0.0
BENONY,0.0
BENSON,0.0
BENTA,0.9957087300522999
BENTINA,1.0
BENTINHA,1.0
BENTINHO,0.0
BENTO,0.0038814916719893872
BENUNES,0.0
BENUR,0.0
BENUZIA,1.0
BENVENUTA,1.0
BENVENUTO,0.0
BENVINA,1.0
BENVINDA,1.0
BENVINDO,0.0
BENVINO,0.0
BENY,0.3719806763285024
BEONICE,1.0
BEP,0.0
BERACI,0.7272727272727273
BERALDA,1.0
BERALDINA,1.0
BERALDINO,0.0
BERALDO,0.0
BERALICE,1.0
BERANICE,1.0
BERCHIOLINA,1.0
BERCHO,0.0
BERCHOLINA,1.0
BERCIO,0.0
BERENALDO,0.0
BERENI,1.0
BERENICE,0.9957531027089432
BERENICIA,1.0
BERENICIO,0.0
BERENILDA,1.0
BERENILDE,1.0
BERENILDO,0.0
BERENILSON,0.0
BERENISE,1.0
BERENIZE,1.0
BERG,0.0
BERGMAN,0.0
BERGSON,0.0
BERGUE,0.0
BERGUESON,0.0
BERI,0.0
BERIA,1.0
BERIANE,1.0
BERILA,1.0
BERILENE,1.0
BERILO,0.0
BERINALDO,0.0
BERINALVA,1.0
BERISVALDO,0.0
BERIVAL,0.0
BERIVALDO,0.0
BERIVANIA,1.0
BERLA,1.0
BERLAMINO,0.0
BERLANDIA,1.0
BERLANDIO,0.0
BERLANDO,0.0
BERLANE,1.0
BERLANGE,0.45652173913043476
BERLANIA,1.0
BERLANIO,0.0
BERLI,0.5514018691588785
BERLIANE,1.0
BERLIM,0.0
BERLIN,0.0
BERLINA,1.0
BERLINDA,1.0
BERLINDO,0.0
BERLITA,1.0
BERLON,0.0
BERMIRIO,0.0
BERNA,0.6847826086956522
BERNABE,0.0
BERNADA,1.0
BERNADET,1.0
BERNADETA,1.0
BERNADETE,0.9948082074507746
BERNADETH,1.0
BERNADETHE,1.0
BERNADETI,1.0
BERNADETTE,1.0
BERNADINA,1.0
BERNADINO,0.0
BERNADO,0.007394957983193277
BERNALDINA,1.0
BERNALDINO,0.0
BERNALDO,0.0
BERNAN,0.0
BERNANDETE,1.0
BERNAR,0.0
BERNARD,0.0
BERNARDA,0.9927957883070102
BERNARDES,0.0
BERNARDET,1.0
BERNARDETE,0.9956896551724138
BERNARDETH,1.0
BERNARDETTE,1.0
BERNARDINA,1.0
BERNARDINHO,0.0
BERNARDINO,0.005195929854946958
BERNARDO,0.006116745469565676
BERND,0.0
BERNEVAL,0.0
BERNEVALDO,0.0
BERNHARD,0.0
BERNICE,1.0
BERNILDA,1.0
BERNILDO,0.0
BERNNARDO,0.0
BERNO,0.0
BEROALDO,0.0
BERONI,0.4132231404958678
BERONICE,1.0
BERONILDO,0.0
BERONISA,1.0
BERONIZA,1.0
BERT,0.0
BERTA,1.0
BERTANIA,1.0
BERTHA,1.0
BERTHOLD,0.0
BERTHOLDO,0.0
BERTIL,0.0
BERTILA,1.0
BERTILDE,1.0
BERTILDES,1.0
BERTILHA,1.0
BERTILHO,0.0
BERTILIA,1.0
BERTILIO,0.0
BERTILO,0.0
BERTIN,0.0
BERTINA,1.0
BERTINHO,0.0
BERTINO,0.0
BERTO,0.0
BERTOLDO,0.0
BERTOLINA,1.0
BERTOLINO,0.0
BERTOLOMEU,0.0
BERTON,0.0
BERTONE,0.0
BERTONI,0.0
BERTONIO,0.0
BERTOUDO,0.0
BERTRAN,0.0
BERTRAND,0.0
BERTULINA,1.0
BERTULINO,0.0
BERVELI,1.0
BESALIEL,0.0
BESSIE,1.0
BETA,1.0
BETANEA,1.0
BETANHA,1.0
BETANIA,0.9970256410256411
BETANIEL,0.0
BETANIO,0.0
BETE,0.9917818453492716
BETEJANE,1.0
BETEL,0.7368421052631579
BETH,1.0
BETHANEA,1.0
BETHANIA,1.0
BETHE,1.0
BETHI,1.0
BETHINA,1.0
BETHOVEN,0.0
BETHY,1.0
BETI,0.9573378839590444
BETIANA,1.0
BETIANE,1.0
BETIELE,1.0
BETIELI,1.0
BETIENE,1.0
BETIJANE,1.0
BETILDE,1.0
BETIM,0.0
BETINA,1.0
BETINE,1.0
BETINHA,1.0
BETINHO,0.0
BETINO,0.0
BETISA,1.0
BETIZA,1.0
BETO,0.005564387917329093
BETOEL,0.0
BETONIO,0.0
BETOVEN,0.0
BETRIS,1.0
BETRIZ,1.0
BETSAIDA,1.0
BETSON,0.0
BETSY,1.0
BETTI,1.0
BETTINA,1.0
BETTY,1.0
BETUEL,0.0
BETULIA,1.0
BETY,1.0
BETYNA,1.0
BEVANIA,1.0
BEVENUTA,1.0
BEVENUTO,0.0
BEVERLI,1.0
BEVERLY,1.0
BEVINA,1.0
BEZALEEL,0.0
BEZALIEL,0.0
BHARBARA,1.0
BHEATRIZ,1.0
BHENDA,1.0
BHETANIA,1.0
BHIANCA,1.0
BHRAYAN,0.0
BHRENDA,1.0
BHRENO,0.0
BIA,0.9794959419051688
BIACA,1.0
BIAFRA,0.0
BIAGIO,0.0
BIAN,0.0
BIANA,1.0
BIANCA,0.9963203046445457
BIANCCA,1.0
BIANCHA,1.0
BIANCO,0.13333333333333333
BIANE,1.0
BIANI,1.0
BIANK,1.0
BIANKA,1.0
BIANNCA,1.0
BIANO,0.0
BIANOR,0.0
BIARA,1.0
BIAS,0.0
BIATA,1.0
BIATO,0.0
BIATRIZ,1.0
BIBI,0.5652173913043478
BIBIAN,1.0
BIBIANA,1.0
BIBIANE,1.0
BIBIANI,1.0
BIBIANO,0.0
BIBLIANA,1.0
BIBLIANE,1.0
BIDA,0.5
BIENVENIDO,0.0
BIER,0.0
BIGAIL,1.0
BIGAIR,1.0
BIL,0.0
BILA,0.8
BILAC,0.0
BILAL,0.0
BILENE,1.0
BILGA,1.0
BILI,0.0
BILIANE,1.0
BILIGRAN,0.0
BILIZARIO,0.0
BILL,0.0
BILLI,0.0
BILLY,0.0
BILMAR,0.0
BILY,0.0
BIMAEL,0.0
BINA,0.7467532467532467
BINAEL,0.0
BINI,0.0
BIOLANGE,1.0
BIOMAR,0.0
BIONDA,1.0
BIONO,0.0
BIONOR,0.0
BIRA,0.0
BIRACI,0.26101694915254237
BIRACY,0.0
BIRAELSON,0.0
BIRAJA,0.0
BIRAJARA,0.0
BIRAMAR,0.0
BIRATAN,0.0
BIRGIT,1.0
BIRLENE,1.0
BISMACK,0.0
BISMAEL,0.0
BISMAK,0.0
BISMAR,0.0
BISMARC,0.0
BISMARCK,0.0
BISMARK,0.0
BISMARQUE,0.0
BISMARQUES,0.0
BISMARQUI,0.0
BISPO,0.0
BITENCOURT,0.0
BITENIL,0.0
BIVAL,0.0
BIVALDO,0.0
BIVAR,0.0
BJORN,0.0
BLADEMIR,0.0
BLADIMIR,0.0
BLAIAN,0.0
BLAINE,0.0
BLAINER,0.0
BLAION,0.0
BLAIR,0.0
BLANCA,1.0
BLANCHE,1.0
BLANDA,1.0
BLANDINA,1.0
BLANDINE,1.0
BLANDINO,0.0
BLANDO,0.0
BLAS,0.0
BLASIO,0.0
BLAULIO,0.0
BLEMER,0.0
BLENA,1.0
BLENDA,1.0
BLENDER,0.0
BLENDHA,1.0
BLENDO,0.0
BLENDON,0.0
BLENER,0.0
BLENIA,1.0
BLENIO,0.0
BLENNER,0.0
BLENO,0.0
BLEVIO,0.0
BLIMA,1.0
BLONDINA,1.0
BLUMA,1.0
BLUNA,1.0
BLUNO,0.0
BOANEGES,0.0
BOANERGE,0.0
BOANERGES,0.0
BOANERGIS,0.0
BOAS,0.0
BOAVENTURA,0.07376325088339222
BOAZ,0.0
BOB,0.0
BOBI,0.0
BOBSON,0.0
BOBY,0.0
BODO,0.0
BOGDAN,0.0
BOHDAN,0.0
BOLESLAU,0.0
BOLIMAR,0.0
BOLIVA,0.0
BOLIVAL,0.0
BOLIVAR,0.0
BOLIVIA,1.0
BOM,0.3333333333333333
BOMFILHO,0.0
BOMFIM,0.03683241252302026
BONALDO,0.0
BONES,0.0
BONEVAL,0.0
BONFILHO,0.0
BONFIM,0.037282020444978956
BONI,0.36363636363636365
BONIECK,0.0
BONIEK,0.0
BONIFACIA,1.0
BONIFACIO,0.0
BONIVALDO,0.0
BONNIE,1.0
BONNY,1.0
BONY,0.0
BORES,0.0
BORGES,0.1096938775510204
BORIS,0.0
BORTOLO,0.0
BORYS,0.0
BOSCO,0.0
BOUTROS,0.0
BRAD,0.0
BRADLEY,0.0
BRAES,0.0
BRAGA,0.11004784688995216
BRAHIM,0.0
BRAIAM,0.0
BRAIAN,0.009910001011224592
BRAIANE,1.0
BRAIER,0.0
BRAIN,0.015309246785058175
BRAINA,1.0
BRAINE,0.0
BRAINER,0.0
BRAION,0.0
BRAIS,0.0
BRAITNER,0.0
BRAIZ,0.0
BRALIO,0.0
BRANA,1.0
BRANCA,1.0
BRANCO,0.0
BRANDA,1.0
BRANDALI,1.0
BRANDAO,0.0
BRANDINA,1.0
BRANDINO,0.0
BRANDO,0.0
BRANDON,0.0
BRANDOW,0.0
BRANDY,1.0
BRAS,0.002846407833314357
BRASELINA,1.0
BRASELINO,0.0
BRASIL,0.0
BRASILA,1.0
BRASILEIA,1.0
BRASILEIRO,0.0
BRASILENE,1.0
BRASILIA,1.0
BRASILIANA,1.0
BRASILIANO,0.0
BRASILICE,1.0
BRASILINA,0.9953201048296518
BRASILINO,0.0
BRASILIO,0.0
BRASILISIA,1.0
BRASILMAR,0.0
BRASINA,1.0
BRAULA,1.0
BRAULE,0.0
BRAULER,0.0
BRAULI,0.0
BRAULIA,1.0
BRAULINA,1.0
BRAULINO,0.0
BRAULIO,0.0027184466019417475
BRAULO,0.0
BRAUNER,0.0
BRAYAM,0.0
BRAYAN,0.010960591133004927
BRAYER,0.0
BRAYNER,0.0
BRAYNNER,0.0
BRAYON,0.0
BRAYTNER,0.0
BRAZ,0.0029696780243826195
BRAZELINA,1.0
BRAZILIA,1.0
BRAZILIANO,0.0
BRAZILINA,1.0
BRAZILINO,0.0
BRAZILIO,0.0
BRBARA,1.0
BRED,0.0
BREDA,1.0
BREDY,0.0
BREENDA,1.0
BREILA,1.0
BREINER,0.0
BREITNER,0.0
BREMER,0.0
BREMMER,0.0
BRENA,0.9911316285002734
BRENAN,0.0
BREND,0.7222222222222222
BRENDA,0.9948289086275577
BRENDAH,1.0
BRENDALI,1.0
BRENDALY,1.0
BRENDDA,1.0
BRENDEL,0.0
BRENDEO,0.0
BRENDER,0.0
BRENDERSON,0.0
BRENDHA,1.0
BRENDHON,0.0
BRENDO,0.010268153948437615
BRENDOL,0.0
BRENDOM,0.0
BRENDON,0.008881922675026124
BRENDOW,0.0
BRENDSON,0.0
BRENER,0.01124567474048443
BRENI,0.0
BRENIA,1.0
BRENILSON,0.0
BRENIO,0.0
BRENNA,1.0
BRENNDA,1.0
BRENNDO,0.0
BRENNER,0.0
BRENNO,0.009177118384827165
BRENNON,0.0
BRENO,0.008383882341447818
BRENON,0.0
BREYNER,0.0
BRHENDA,1.0
BRIAM,0.0
BRIAN,0.011861154718297575
BRIANA,1.0
BRIANDA,1.0
BRIANE,1.0
BRIANI,1.0
BRIANNA,1.0
BRIANNE,1.0
BRIANY,1.0
BRICE,1.0
BRICIA,1.0
BRICIO,0.0
BRIDA,1.0
BRIELE,1.0
BRIELLE,1.0
BRIELLY,1.0
BRIENA,1.0
BRIENE,1.0
BRIGIDA,0.9965251548572291
BRIGIDO,0.0
BRIGITE,1.0
BRIGITI,1.0
BRIGITTA,1.0
BRIGITTE,1.0
BRINA,1.0
BRINALDO,0.0
BRINE,1.0
BRINER,0.0
BRIOLANGE,1.0
BRISA,1.0
BRISAMAR,0.0
BRISDA,1.0
BRISIA,1.0
BRISIDA,1.0
BRISOLA,0.0
BRISSA,1.0
BRITES,1.0
BRITIVALDO,0.0
BRITO,0.09003831417624521
BRIVALDO,0.0
BRIZA,1.0
BRIZAMAR,0.0
BRIZIDA,1.0
BRIZOLA,0.0
BRIZZA,1.0
BROMILDA,1.0
BRONDINA,1.0
BRONILDA,1.0
BRONILDE,1.0
BRONISLAU,0.0
BRONSON,0.0
BRUCCE,0.0
BRUCE,0.0
BRUCI,0.0
BRUCY,0.0
BRUM,0.0
BRUMA,1.0
BRUNA,0.9940070931165704
BRUNAH,1.0
BRUNARA,1.0
BRUNE,0.6153846153846154
BRUNEI,0.0
BRUNEL,0.0
BRUNELA,1.0
BRUNELE,1.0
BRUNELI,1.0
BRUNELIA,1.0
BRUNELLA,1.0
BRUNELLE,1.0
BRUNELLI,1.0
BRUNELLY,1.0
BRUNELY,1.0
BRUNER,0.0
BRUNESSA,1.0
BRUNHILDE,1.0
BRUNI,0.3039647577092511
BRUNIEL,0.0
BRUNIELA,1.0
BRUNIELE,1.0
BRUNIELI,1.0
BRUNIELLE,1.0
BRUNIELLI,1.0
BRUNIELLY,1.0
BRUNIELY,1.0
BRUNILDA,1.0
BRUNILDE,1.0
BRUNILDES,1.0
BRUNIO,0.0
BRUNISLAU,0.0
BRUNNA,1.0
BRUNNER,0.0
BRUNNO,0.0
BRUNO,0.007401787143996636
BRYAM,0.0
BRYAN,0.009409224124633657
BRYANE,0.5555555555555556
BRYANN,0.0
BRYANNE,1.0
BRYNNER,0.0
BRYSA,1.0
BUANA,1.0
BUENA,1.0
BUENO,0.0
BYANCA,1.0
BYANKA,1.0
BYATRIZ,1.0
BYRON,0.0
CABRAL,0.0
CABRIELI,1.0
CACEMIRA,1.0
CACEMIRO,0.0
CACIA,1.0
CACIANA,1.0
CACIANE,1.0
CACIANO,0.0
CACIARA,1.0
CACIELE,1.0
CACIELI,1.0
CACIENE,1.0
CACILA,1.0
CACILDA,0.9974485851244781
CACILDO,0.0
CACILENE,1.0
CACILIA,1.0
CACILIO,0.0
CACIMIRO,0.0
CACIO,0.0
CACULA,1.0
CADIA,1.0
CADIDJA,1.0
CADIJA,1.0
CADIMA,1.0
CADIMIEL,0.0
CADIO,0.0
CADJA,1.0
CADMA,1.0
CADMIEL,0.0
CADMO,0.0
CADSON,0.0
CADU,0.0
CAE,0.0
CAEL,0.0
CAELA,1.0
CAELEN,1.0
CAELINE,1.0
CAENA,1.0
CAENE,1.0
CAESAR,0.0
CAETANA,1.0
CAETANO,0.007327174259318254
CAHE,0.0
CAHUE,0.0
CAIA,0.1582089552238806
CAIAN,0.0
CAIANE,0.9850820487319741
CAIANI,1.0
CAIBAR,0.0
CAIC,0.012119579854565042
CAICARA,1.0
CAICK,0.0
CAICO,0.0
CAIE,0.0
CAIENE,1.0
CAIK,0.009972489683631361
